agence_cat,biblionumber,collection,collection1,collection2,collection3,collection4,date_transaction,element_initial,point_acces,subd_chrono,subd_forme,subd_geo,subd_sujet,support,unimarc
Roubaix,594,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,032.1,032.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,595,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Musique,"Musique - Disques - Egypte",ABS,ABS,Egypte,Disques,"Disque compact",f606
Roubaix,595,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,022.2,022.2,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,596,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,"Livres et lecture","Livres et lecture - Histoire - France",ABS,ABS,France,Histoire,Livre,f606
BnF,596,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,"Bibliothèques publiques","Bibliothèques publiques - Histoire - France",ABS,ABS,France,Histoire,Livre,f606
BnF,596,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,"00 ","00 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,597,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Chants sacrés","Chants sacrés - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,597,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Musique,"Musique - Disques - Turquie",ABS,ABS,Turquie,Disques,"Disque compact",f606
Roubaix,597,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique soufi","Musique soufi - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,597,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,026.1,026.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,598,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Musique,"Musique - Disques - Turquie",ABS,ABS,Turquie,Disques,"Disque compact",f606
Roubaix,598,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Chants sacrés","Chants sacrés - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,598,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Turquie",ABS,ABS,Turquie,Disques,"Disque compact",f606
Roubaix,598,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique soufi","Musique soufi - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,598,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,026.1,026.1,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,600,"Jeunesse - Romans - Romans pour enfants",Jeunesse,Romans,"Romans pour enfants",INC,1983-12-16,83,83,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,601,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2010-09-08,Médiathèques,Médiathèques,ABS,ABS,ABS,ABS,Livre,f606
BnF,602,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,"Meilleurs disques","Meilleurs disques",ABS,ABS,ABS,ABS,Livre,f606
BnF,602,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,780.166,780.166,ABS,ABS,ABS,ABS,Livre,f676
BnF,602,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,"70 ","70 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,603,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2007-08-28,"France (Nord)","France (Nord) - Littératures",ABS,ABS,ABS,Littératures,Livre,f607
BnF,605,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,"Enregistrements sonores","Enregistrements sonores - Classification",ABS,ABS,ABS,Classification,Livre,f606
BnF,605,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,"025.466 2138932","025.466 2138932",ABS,ABS,ABS,ABS,Livre,f676
BnF,605,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,00,00,ABS,ABS,ABS,ABS,Livre,f686
BnF,611,"Adultes - Divers",Adultes,Divers,INC,INC,1982-02-24,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,612,"Patrimoine - Patrimoine écrit",Patrimoine,"Patrimoine écrit",INC,INC,2011-05-20,"Textiles et tissus","Textiles et tissus - Roman - Lille (Nord ; agglomération)",ABS,ABS,"Lille (Nord ; agglomération)",Roman,Livre,f606
BnF,614,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1984-04-20,"82 ","82 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,615,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2007-09-03,Bibliothéconomie,Bibliothéconomie,ABS,ABS,ABS,ABS,Livre,f606
Roubaix,615,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2007-09-03,Catalogage,Catalogage,ABS,ABS,ABS,ABS,Livre,f606
Roubaix,615,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2007-09-03,Livres,"Livres - Conservation et restauration",ABS,ABS,ABS,"Conservation et restauration",Livre,f606
Roubaix,615,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2007-09-03,"Documentation de bibliothèque","Documentation de bibliothèque - Conservation et restauration",ABS,ABS,ABS,"Conservation et restauration",Livre,f606
Roubaix,616,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2016-07-03,Musique,"Musique - Disques - Argentine",ABS,ABS,Argentine,Disques,"Disque compact",f606
Roubaix,616,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2016-07-03,Tangos,"Tangos - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,616,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2016-07-03,Bandonéon,"Bandonéon - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,616,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2016-07-03,042.2,042.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,617,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2007-08-28,Immigrés,"Immigrés - Ouvrages pour la jeunesse",ABS,ABS,ABS,"Ouvrages pour la jeunesse",Livre,f606
Roubaix,617,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2007-08-28,Racisme,"Racisme - Ouvrages pour la jeunesse",ABS,ABS,ABS,"Ouvrages pour la jeunesse",Livre,f606
Roubaix,618,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Touva",ABS,ABS,Touva,Disques,"Disque compact",f606
Roubaix,618,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,067.1,067.1,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,619,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-01-01,"Bibliothèques municipales","Bibliothèques municipales - France",ABS,ABS,France,ABS,Livre,f606
BnF,619,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-01-01,417,417,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,620,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Musique,"Musique - Disques - Argentine",ABS,ABS,Argentine,Disques,"Disque compact",f606
Roubaix,620,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Tangos,"Tangos - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,620,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Bandonéon,"Bandonéon - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,620,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,042.2,042.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,621,"Jeunesse - Albums - Contes en livre sonore",Jeunesse,Albums,"Contes en livre sonore",INC,2013-03-06,"Contes musicaux","Contes musicaux - Disques",ABS,ABS,ABS,Disques,"Livre sonore",f609
Roubaix,621,"Jeunesse - Albums - Contes en livre sonore",Jeunesse,Albums,"Contes en livre sonore",INC,2013-03-06,721,721,ABS,ABS,ABS,ABS,"Livre sonore",f679
Roubaix,623,"Adultes - Divers",Adultes,Divers,INC,INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
BnF,624,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1989-03-22,823,823,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,625,"Adultes - Divers",Adultes,Divers,INC,INC,2016-07-03,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
BnF,626,"Adultes - Divers",Adultes,Divers,INC,INC,1978-07-29,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,627,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Turquie",ABS,ABS,Turquie,Disques,"Disque compact",f606
Roubaix,627,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Tanbûr,"Tanbûr - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,627,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,026.1,026.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,628,"Adultes - Divers",Adultes,Divers,INC,INC,2016-07-03,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,629,"Adultes - Divers",Adultes,Divers,INC,INC,2016-07-03,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
BnF,630,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1992-07-24,843.912,843.912,ABS,ABS,ABS,ABS,Livre,f676
BnF,630,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1992-07-24,823,823,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,631,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Iran",ABS,ABS,Iran,Disques,"Disque compact",f606
Roubaix,631,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,028.1,028.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,632,"Adultes - Divers",Adultes,Divers,INC,INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,633,"Adultes - Divers",Adultes,Divers,INC,INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,634,"Adultes - Divers",Adultes,Divers,INC,INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
BnF,635,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1984-04-20,"82 ","82 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,636,"Adultes - Divers",Adultes,Divers,INC,INC,2008-06-11,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,637,"Adultes - Divers",Adultes,Divers,INC,INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,638,"Adultes - Musique et arts vivants - Musique",Adultes,"Musique et arts vivants",Musique,INC,2007-09-03,Catalogage,"Catalogage - Enregistrements sonores",ABS,ABS,ABS,"Enregistrements sonores",Livre,f606
Roubaix,638,"Adultes - Musique et arts vivants - Musique",Adultes,"Musique et arts vivants",Musique,INC,2007-09-03,"Bibliothécaires musicaux","Bibliothécaires musicaux",ABS,ABS,ABS,ABS,Livre,f606
Roubaix,638,"Adultes - Musique et arts vivants - Musique",Adultes,"Musique et arts vivants",Musique,INC,2007-09-03,"Discothèque de France","Discothèque de France - Périodiques",ABS,ABS,ABS,Périodiques,Livre,f601
Roubaix,639,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Chant a capella","Chant a capella - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,639,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Chansons portugaises","Chansons portugaises - Disques - Brésil",ABS,ABS,Brésil,Disques,"Disque compact",f606
Roubaix,639,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,049.2,049.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,642,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,"Quintettes de cuivres (clarinettes (5))","Quintettes de cuivres (clarinettes (5)) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,642,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Bretagne",ABS,ABS,Bretagne,Disques,"Disque compact",f606
Roubaix,642,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,090.2,090.2,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,643,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1984-04-20,"82 ","82 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,644,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Brésil",ABS,ABS,Brésil,Disques,"Disque compact",f606
Roubaix,644,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Percussion, Musique de","Percussion, Musique de - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,644,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,049.1,049.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,645,"Adultes - Divers",Adultes,Divers,INC,INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,646,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2007-08-28,Jouets,"Jouets - Ouvrages pour la jeunesse",ABS,ABS,ABS,"Ouvrages pour la jeunesse",Livre,f606
Roubaix,647,"Adultes - Divers",Adultes,Divers,INC,INC,2005-03-22,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,649,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Chansons portugaises","Chansons portugaises - Disques - Brésil",ABS,ABS,Brésil,Disques,"Disque compact",f606
Roubaix,649,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,049.2,049.2,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,650,"Adultes - Divers",Adultes,Divers,INC,INC,1979-02-20,889.334,889.334,ABS,ABS,ABS,ABS,Livre,f676
BnF,650,"Adultes - Divers",Adultes,Divers,INC,INC,1979-02-20,"84 ","84 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,651,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Chine",ABS,ABS,Chine,Disques,"Disque compact",f606
Roubaix,651,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,033.1,033.1,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,652,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1988-08-12,823,823,ABS,ABS,ABS,ABS,Livre,f686
BnF,653,"Adultes - Littératures - Romans - Romans",Adultes,Littératures,Romans,Romans,1988-06-20,823,823,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,654,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Chine",ABS,ABS,Chine,Disques,"Disque compact",f606
Roubaix,654,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,033.1,033.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,655,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Musique,"Musique - Disques - Antilles",ABS,ABS,Antilles,Disques,"Disque compact",f606
Roubaix,655,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Zouk (musique)","Zouk (musique) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,655,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,051.2,051.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,656,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Musique,"Musique - Disques - Antilles",ABS,ABS,Antilles,Disques,"Disque compact",f606
Roubaix,656,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Zouk (musique)","Zouk (musique) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,656,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,051.2,051.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,657,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Musique,"Musique - Disques - Antilles",ABS,ABS,Antilles,Disques,"Disque compact",f606
Roubaix,657,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Zouk (musique)","Zouk (musique) - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,657,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,051.2,051.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,658,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Chine",ABS,ABS,Chine,Disques,"Disque compact",f606
Roubaix,658,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Cithare, Musique de","Cithare, Musique de - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,658,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,033.1,033.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,659,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Chansons espagnoles","Chansons espagnoles - Disques - Argentine",ABS,ABS,Argentine,Disques,"Disque compact",f606
Roubaix,659,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,042.2,042.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,660,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Bali",ABS,ABS,Bali,Disques,"Disque compact",f606
Roubaix,660,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,037.1,037.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,661,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Corée",ABS,ABS,Corée,Disques,"Disque compact",f606
Roubaix,661,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,034.1,034.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,662,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,2010-09-23,ABS,ABS,ABS,ABS,ABS,ABS,Livre,ABS
Roubaix,663,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Mongolie",ABS,ABS,Mongolie,Disques,"Disque compact",f606
Roubaix,663,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,033.1,033.1,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,664,"Jeunesse - Albums - Albums pour enfants",Jeunesse,Albums,"Albums pour enfants",INC,1975-06-05,"83 ","83 ",ABS,ABS,ABS,ABS,Livre,f686
Roubaix,665,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Salsa,"Salsa - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,665,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Musique,"Musique - Disques - Brésil",ABS,ABS,Brésil,Disques,"Disque compact",f606
Roubaix,665,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,053.2,053.2,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,666,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - France",ABS,ABS,France,Disques,"Disque compact",f606
Roubaix,666,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,"Chansons traditionnelles françaises","Chansons traditionnelles françaises - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,666,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,090.1,090.1,ABS,ABS,ABS,ABS,"Disque compact",f679
BnF,668,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,Paralittérature,"Paralittérature - Bibliographie analytique - France",ABS,ABS,France,"Bibliographie analytique",Livre,f606
BnF,668,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,1984-04-20,00,00,ABS,ABS,ABS,ABS,Livre,f686
Roubaix,669,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Chine",ABS,ABS,Chine,Disques,"Disque compact",f606
Roubaix,669,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,Musique,"Musique - Disques - Chine",ABS,ABS,Chine,Disques,"Disque compact",f606
Roubaix,669,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,033.1,033.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,671,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Chine",ABS,ABS,Chine,Disques,"Disque compact",f606
Roubaix,671,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,033.1,033.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,672,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2007-08-28,Bibliographie,Bibliographie,ABS,ABS,ABS,ABS,Livre,f606
Roubaix,673,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Chine",ABS,ABS,Chine,Disques,"Disque compact",f606
Roubaix,673,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,033.1,033.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,674,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Bolivie",ABS,ABS,Bolivie,Disques,"Disque compact",f606
Roubaix,674,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,044.1,044.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,675,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,"Chansons traditionnelles françaises","Chansons traditionnelles françaises - Disques",ABS,ABS,ABS,Disques,"Disque compact",f606
Roubaix,675,"Adultes - Musique et arts vivants - Musique - Chanson francophone",Adultes,"Musique et arts vivants",Musique,"Chanson francophone",2007-08-28,090.1,090.1,ABS,ABS,ABS,ABS,"Disque compact",f679
Roubaix,676,"Adultes - Comprendre et se former - Bibliothèque professionnelle",Adultes,"Comprendre et se former","Bibliothèque professionnelle",INC,2007-08-28,Catalogage,Catalogage,ABS,ABS,ABS,ABS,Livre,f606
Roubaix,677,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,"Musique traditionnelle","Musique traditionnelle - Disques - Mexique",ABS,ABS,Mexique,Disques,"Disque compact",f606
Roubaix,677,"Adultes - Musique et arts vivants - Musique - World",Adultes,"Musique et arts vivants",Musique,World,2007-08-28,055.1,055.1,ABS,ABS,ABS,ABS,"Disque compact",f679
